total_pop,family_12_17_estimate_sum,median_income,college_associate_degree_est,bachelors_degree_est,normalised_pop,normalised_income,heavily_asian,highest_price_premier
1530,132,29239,0.281,0,0.013240588,0.108039531,FALSE,FALSE
515,25,33929,0.013,0,0.004393191,0.126988873,FALSE,FALSE
404,61,40500,0,0,0.003425643,0.153538153,FALSE,FALSE
20885,1517,32646,0.452,0.034,0.181951309,0.121805076,FALSE,FALSE
1528,145,72604,0.409,0.036,0.013223155,0.283250236,FALSE,FALSE
5199,343,44306,0.488,0.097,0.045221969,0.168915807,FALSE,FALSE
1336,52,55847,0.289,0.124,0.011549559,0.215545733,FALSE,FALSE
70,6,31667,0,0,0.000514282,0.117849553,FALSE,FALSE
1432,117,45441,0.557,0.094,0.012386357,0.173501628,FALSE,FALSE
1396,103,58429,0.592,0.158,0.012072557,0.225977972,FALSE,FALSE
1247,88,28934,0.49,0.184,0.010773777,0.106807218,FALSE,FALSE
2927,190,56520,0.505,0.088,0.025417745,0.218264903,FALSE,FALSE
7096,564,44970,0.39,0.053,0.061757451,0.171598613,FALSE,FALSE
1087,104,50903,0.398,0,0.009379113,0.195570137,FALSE,FALSE
9469,565,37308,0.288,0.013,0.082442056,0.140641288,FALSE,FALSE
45246,2713,56759,0.685,0.086,0.394297569,0.219230552,FALSE,FALSE
575,46,50625,0.852,0,0.004916189,0.194446914,FALSE,FALSE
36983,1816,44654,0.624,0.119,0.322271907,0.170321856,FALSE,FALSE
8185,741,76090,0.517,0.002,0.07124988,0.297334971,FALSE,FALSE
44657,3679,120575,0.469,0.226,0.389163463,0.477070892,TRUE,FALSE
34763,2953,58447,0.542,0.211,0.302920949,0.226050699,FALSE,FALSE
32416,2187,42392,0.421,0.095,0.282462976,0.161182536,FALSE,FALSE
20069,1145,52260,0.465,0.064,0.174838524,0.201052921,FALSE,FALSE
20567,1508,33974,0.405,0.065,0.179179415,0.12717069,FALSE,FALSE
56859,4211,40972,0.475,0.059,0.495524001,0.155445209,FALSE,FALSE
8048,394,14504,0.477,0.027,0.070055699,0.048504659,FALSE,FALSE
22594,1673,22063,0.379,0.005,0.19684806,0.079045826,FALSE,FALSE
25854,1922,50758,0.629,0.076,0.225264332,0.194984283,FALSE,FALSE
22509,1656,52662,0.602,0.103,0.196107145,0.20267715,FALSE,FALSE
9463,726,27365,0.16,0.029,0.082389756,0.100467875,FALSE,FALSE
17490,1486,37143,0.293,0.012,0.152358289,0.139974626,FALSE,FALSE
716,0,16394,0,0.429,0.006145237,0.05614096,FALSE,FALSE
6376,644,51667,0.141,0.039,0.055481464,0.198656981,FALSE,FALSE
3122,145,41827,0.462,0,0.027117492,0.158899726,FALSE,FALSE
5640,378,13925,0.301,0.123,0.049066011,0.046165284,FALSE,FALSE
38303,3095,28306,0.456,0.067,0.333777882,0.104269864,FALSE,FALSE
8730,392,48199,0.334,0.081,0.076000453,0.184644973,FALSE,FALSE
30401,2259,14924,0.576,0.054,0.26489893,0.050201615,FALSE,FALSE
2410,192,50463,0.339,0,0.020911238,0.193792373,FALSE,FALSE
30596,2308,38694,0.298,0.04,0.266598677,0.146241242,FALSE,FALSE
36679,2454,37708,0.361,0.044,0.319622046,0.142257436,FALSE,FALSE
14767,940,62592,0.44,0.083,0.128622857,0.242798038,FALSE,FALSE
37242,3682,103203,0.511,0.104,0.324529519,0.406881561,TRUE,FALSE
2729,140,43021,0.28,0.236,0.023691849,0.16372393,FALSE,FALSE
2935,177,57478,0.363,0.089,0.025487479,0.222135579,FALSE,FALSE
6479,522,42695,0.37,0.025,0.056379279,0.162406768,FALSE,FALSE
2870,362,16976,0.455,0,0.024920896,0.058492457,FALSE,FALSE
1772,183,44429,0.119,0,0.015350017,0.169412772,FALSE,FALSE
2380,47,52025,0.169,0.148,0.020649739,0.200103434,FALSE,FALSE
2831,290,46029,0.58,0,0.024580947,0.175877367,FALSE,FALSE
11565,869,50886,0.364,0.053,0.10071215,0.19550145,FALSE,FALSE
2049,105,38472,0.347,0.02,0.017764528,0.14534428,FALSE,FALSE
4331,389,42536,0.397,0.083,0.037655919,0.161764349,FALSE,FALSE
1830,136,59412,0.415,0.081,0.015855583,0.229949657,FALSE,FALSE
92,5,34231,0,0,0.000706048,0.128209065,FALSE,FALSE
6765,482,40761,0.234,0.049,0.05887224,0.15459269,FALSE,FALSE
567,0,45878,0,0,0.004846456,0.175267271,FALSE,FALSE
17942,1382,43041,0.331,0.073,0.156298214,0.163804737,FALSE,FALSE
835,93,22931,0.304,0,0.007182518,0.082552868,FALSE,FALSE
3960,305,37155,0.251,0.003,0.034422043,0.140023111,FALSE,FALSE
24138,2221,96418,0.592,0.062,0.210306565,0.379467641,TRUE,FALSE
29744,2225,36614,0.427,0.107,0.259172093,0.13783727,TRUE,FALSE
7569,273,47942,0.291,0.131,0.065880425,0.183606597,FALSE,FALSE
1345,60,50139,0.439,0.092,0.011628008,0.192483293,FALSE,FALSE
35540,3377,58315,0.463,0.033,0.309693784,0.22551737,FALSE,FALSE
14797,916,36257,0.32,0.01,0.128884356,0.136394857,FALSE,FALSE
14105,834,96685,0.413,0.201,0.122852436,0.38054642,FALSE,FALSE
13179,680,37055,0.541,0.062,0.11478082,0.139619074,FALSE,FALSE
27412,1412,35870,0.314,0.071,0.23884487,0.134831234,FALSE,FALSE
3790,303,60900,0.37,0.065,0.032940213,0.23596173,FALSE,FALSE
1584,147,54500,0.252,0.079,0.013711287,0.210103353,FALSE,FALSE
7127,345,43868,0.263,0.08,0.062027667,0.167146124,FALSE,FALSE
4346,311,37280,0.408,0.154,0.037786669,0.140528157,FALSE,FALSE
10222,691,58571,0.508,0.143,0.089005692,0.226551705,FALSE,FALSE
182,47,34028,0,0,0.001490547,0.12738887,FALSE,FALSE
12043,652,62500,0.389,0.019,0.104878708,0.242426324,FALSE,FALSE
4882,523,72679,0.336,0.029,0.042458792,0.283553264,FALSE,FALSE
2080,77,34583,0.157,0,0.018034745,0.129631276,FALSE,FALSE
3141,333,37802,0.31,0.011,0.027283108,0.142637231,FALSE,FALSE
2309,188,48831,0.479,0,0.020030857,0.187198487,FALSE,FALSE
7239,330,39357,0.402,0,0.063003931,0.148920009,FALSE,FALSE
13902,643,42562,0.308,0.115,0.121082956,0.161869399,FALSE,FALSE
32686,2451,37477,0.277,0.035,0.284816471,0.141324111,FALSE,FALSE
36204,3105,44271,0.294,0.022,0.315481638,0.168774394,FALSE,FALSE
50,1,14500,0,0,0.000339949,0.048488497,FALSE,FALSE
13470,828,36382,0.31,0.043,0.117317364,0.136899904,FALSE,FALSE
51973,4748,56967,0.385,0.057,0.45293446,0.220070949,FALSE,FALSE
1446,164,83409,0.578,0.181,0.01250839,0.326906449,FALSE,FALSE
2155,151,65968,0.165,0.066,0.018688493,0.256438332,FALSE,FALSE
2055,178,39479,0.235,0,0.017816828,0.149412934,FALSE,FALSE
7787,512,62980,0.524,0.05,0.067780654,0.244365702,FALSE,FALSE
1275,111,68750,0.646,0.053,0.011017843,0.267678645,FALSE,FALSE
12223,936,73902,0.339,0.096,0.106447704,0.288494638,FALSE,FALSE
3887,99,42139,0.591,0,0.033785727,0.160160322,FALSE,FALSE
1478,8,49417,0.771,0.038,0.012787323,0.189566145,FALSE,FALSE
2675,175,53939,0.561,0,0.02322115,0.207836704,FALSE,FALSE
7871,636,51918,0.542,0.11,0.068512853,0.199671114,FALSE,FALSE
8289,951,91477,0.54,0.204,0.072156412,0.359504166,FALSE,FALSE
68972,4882,41659,0.304,0.024,0.601108758,0.158220944,FALSE,FALSE
639,81,33750,0.466,0,0.005474055,0.126265646,FALSE,FALSE
3968,239,42861,0.375,0.082,0.034491776,0.16307747,FALSE,FALSE
2694,186,35594,0.627,0,0.023386766,0.133716091,FALSE,FALSE
5485,400,36023,0.427,0.062,0.047714931,0.135449411,FALSE,FALSE
1934,179,34183,0.393,0.071,0.016762114,0.128015127,FALSE,FALSE
1432,63,26563,0.339,0,0.012386357,0.097227497,FALSE,FALSE
4000,392,192500,0.591,0.12,0.034770709,0.767674605,TRUE,TRUE
1309,135,108664,0,0.222,0.011314209,0.428946029,FALSE,TRUE
3187,399,38385,0.058,0,0.027684074,0.144992768,FALSE,FALSE
23160,2161,58684,0.392,0.047,0.201781683,0.227008267,FALSE,FALSE
1675,191,45625,0.317,0.024,0.014504502,0.174245057,FALSE,FALSE
1745,190,40972,0,0,0.015114668,0.155445209,FALSE,FALSE
6534,621,99278,0.525,0.268,0.056858694,0.391023103,FALSE,TRUE
37894,2333,91984,0.423,0.249,0.330212773,0.361552634,FALSE,TRUE
23177,1738,90896,0.608,0.128,0.201929866,0.35715671,FALSE,TRUE
8752,480,117500,0.532,0.195,0.07619222,0.46464675,FALSE,TRUE
33582,3202,126532,0.385,0.276,0.292626588,0.501139385,FALSE,TRUE
410,15,39271,0.481,0,0.003477943,0.148572537,FALSE,FALSE
764,64,64028,0.544,0,0.006563636,0.248600011,FALSE,FALSE
205,31,37031,0,0,0.00169103,0.139522105,TRUE,FALSE
41,0,56094,0,0,0.000261499,0.216543705,FALSE,FALSE
2969,171,50594,0.325,0,0.025783845,0.194321662,FALSE,FALSE
42,0,52125,0,0,0.000270216,0.200507471,FALSE,FALSE
37626,2733,57973,0.316,0.036,0.327876712,0.224135563,FALSE,FALSE
1690,161,52039,0.333,0.033,0.014635252,0.200159999,FALSE,FALSE
2719,140,43254,0.716,0,0.023604683,0.164665336,FALSE,FALSE
457,22,43462,0,0,0.003887625,0.165505733,FALSE,FALSE
4558,455,73750,0.38,0,0.039634598,0.287880502,FALSE,FALSE
28687,2206,63318,0.528,0.091,0.249958596,0.245731348,FALSE,FALSE
696,22,28269,0,0,0.005970904,0.104120371,FALSE,FALSE
106,0,58125,0,0,0.000828082,0.224749699,FALSE,FALSE
1404,91,63036,0.139,0.033,0.012142291,0.244591963,FALSE,FALSE
1545,50,37436,0.07,0,0.013371338,0.141158455,FALSE,FALSE
9996,597,43750,0.393,0.037,0.08703573,0.16666936,FALSE,FALSE
1285,122,37850,0.293,0,0.011105009,0.142831169,FALSE,FALSE
458,0,59938,0,0,0.003896342,0.232074892,FALSE,FALSE
4028,559,24043,0.204,0.078,0.035014775,0.087045761,FALSE,FALSE
7824,493,68382,0.326,0.099,0.06810317,0.266191788,FALSE,FALSE
795,70,45938,0.16,0.12,0.006833852,0.175509693,FALSE,FALSE
1637,80,32411,0.398,0,0.01417327,0.120855589,FALSE,FALSE
233,31,67031,0,0,0.001935096,0.260733247,FALSE,FALSE
4288,362,56354,0.367,0.165,0.037281103,0.217594201,FALSE,FALSE
4444,439,35734,0.553,0,0.0386409,0.134281743,FALSE,FALSE
727,50,39813,0.164,0.164,0.00624112,0.150762418,FALSE,FALSE
31427,1918,40630,0.311,0.086,0.273842211,0.154063402,FALSE,FALSE
19895,1343,42648,0.477,0.128,0.173321827,0.162216871,FALSE,FALSE
22286,1315,61300,0.485,0.194,0.194163333,0.237577878,TRUE,FALSE
8901,1324,108655,0.574,0.056,0.077491,0.428909665,FALSE,FALSE
10634,704,47415,0.383,0.061,0.092596951,0.181477321,FALSE,FALSE
3469,345,52951,0.464,0.039,0.030142169,0.203844817,FALSE,FALSE
15879,815,60511,0.49,0.038,0.138315769,0.234390025,FALSE,FALSE
4845,392,65361,0.171,0,0.042136276,0.253985826,FALSE,FALSE
4938,309,94180,0.302,0.111,0.042946924,0.370425289,FALSE,FALSE
5588,382,42683,0.397,0.043,0.048612745,0.162358284,FALSE,FALSE
2500,240,67589,0.411,0.048,0.021695737,0.262987774,FALSE,FALSE
1309,98,60926,0.271,0,0.011314209,0.236066779,FALSE,FALSE
2208,91,66000,0.494,0.022,0.019150475,0.256567624,FALSE,FALSE
408,0,87721,0.31,0,0.003460509,0.344328531,FALSE,FALSE
21528,2492,83284,0.505,0.012,0.187556113,0.326401403,FALSE,FALSE
1929,161,52736,0.287,0.04,0.016718531,0.202976138,FALSE,FALSE
660,57,44044,0,0,0.005657105,0.167857229,FALSE,FALSE
1117,118,67500,0.255,0,0.009640613,0.262628181,FALSE,FALSE
125,2,47250,0.346,0.192,0.000993698,0.18081066,FALSE,FALSE
1361,139,43447,0.773,0,0.011767475,0.165445128,FALSE,FALSE
668,42,66944,0,0,0.005726838,0.260381734,FALSE,FALSE
1313,104,79211,0.255,0.218,0.011349076,0.30994497,FALSE,FALSE
134,12,85833,0,0,0.001072148,0.336700309,FALSE,FALSE
189,8,80962,0,0,0.001551563,0.31701966,FALSE,FALSE
3134,337,50978,0.523,0.087,0.027222091,0.195873165,FALSE,FALSE
5360,516,107882,0.365,0.145,0.04662535,0.425786458,FALSE,FALSE
4909,225,88274,0.474,0.09,0.042694142,0.346562856,FALSE,FALSE
5722,435,49464,0.378,0.094,0.049780776,0.189756042,FALSE,FALSE
1131,68,53650,0.073,0,0.009762646,0.206669037,FALSE,FALSE
2582,154,38839,0.554,0.075,0.022410502,0.146827096,FALSE,FALSE
1236,119,53750,0.183,0.049,0.010677894,0.207073074,FALSE,FALSE
1383,121,52125,0.508,0.133,0.011959241,0.200507471,FALSE,FALSE
256,2,37292,0.143,0,0.002135579,0.140576642,FALSE,FALSE
29896,2324,81191,0.405,0.174,0.260497023,0.317944905,FALSE,FALSE
498,66,37333,0.351,0.216,0.004245008,0.140742297,FALSE,FALSE
775,35,48750,0.32,0,0.006659519,0.186871217,FALSE,FALSE
1018,86,51607,0.478,0.033,0.008777664,0.198414558,FALSE,FALSE
247,1,27368,0.222,0,0.002057129,0.100479996,FALSE,FALSE
2285,232,38931,0.444,0.026,0.019821657,0.147198811,FALSE,FALSE
6382,647,50561,0.352,0.201,0.055533764,0.19418833,FALSE,FALSE
4519,404,49198,0.328,0.047,0.039294649,0.188681304,FALSE,FALSE
6530,426,55933,0.336,0.068,0.056823828,0.215893205,FALSE,FALSE
325,21,86719,1,0,0.002737027,0.340280079,FALSE,FALSE
47384,3156,114812,0.48,0.083,0.412933762,0.453786232,TRUE,FALSE
41638,4218,117475,0.413,0.184,0.362847903,0.464545741,TRUE,FALSE
86204,6560,55255,0.457,0.037,0.751314035,0.213153833,TRUE,FALSE
18612,1204,76960,0.591,0.077,0.162138368,0.300850094,TRUE,FALSE
18024,1790,164173,0.457,0.178,0.157012979,0.653223004,TRUE,FALSE
37679,4008,76693,0.432,0.025,0.328338694,0.299771315,FALSE,FALSE
43139,2748,85847,0.45,0.066,0.375931592,0.336756875,TRUE,FALSE
6015,795,136289,0.382,0.278,0.052334754,0.540561288,FALSE,FALSE
615,70,46250,0.26,0,0.005264855,0.176770289,FALSE,FALSE
981,60,45368,0.276,0,0.008455148,0.173206681,FALSE,FALSE
2477,164,42341,0.339,0,0.021495254,0.160976477,FALSE,FALSE
2004,108,31518,0.75,0,0.017372279,0.117247537,FALSE,FALSE
29857,2382,48924,0.398,0.005,0.260157074,0.187574242,FALSE,FALSE
5628,708,102972,0.375,0.173,0.048961411,0.405948235,FALSE,FALSE
3025,257,45917,0.275,0,0.026271977,0.175424845,FALSE,FALSE
283,31,31544,0.667,0,0.002370928,0.117352587,FALSE,FALSE
179,0,71563,1,0,0.001464397,0.27904421,FALSE,FALSE
1846,149,54821,0.099,0,0.015995049,0.211400312,FALSE,FALSE
602,21,52125,0.405,0,0.005151539,0.200507471,FALSE,FALSE
819,61,32308,0.182,0,0.007043052,0.120439431,FALSE,FALSE
617,77,38438,0.571,0,0.005282289,0.145206907,FALSE,FALSE
590,36,38056,0.31,0,0.005046939,0.143663486,FALSE,FALSE
3984,285,54292,0.34,0.02,0.034631242,0.209262955,FALSE,FALSE
4569,448,36728,0.497,0.024,0.039730481,0.138297872,FALSE,FALSE
1443,98,41563,0.283,0,0.01248224,0.157833068,FALSE,FALSE
741,27,42461,0.413,0,0.006363153,0.161461322,FALSE,FALSE
213,11,41786,0.167,0,0.001760763,0.158734071,FALSE,FALSE
185,13,38750,0.333,0,0.001516697,0.146467503,FALSE,FALSE
2224,182,50682,0.559,0.172,0.019289942,0.194677215,FALSE,FALSE
1676,192,47986,0.331,0,0.014513219,0.183784373,FALSE,FALSE
3999,293,47857,0.532,0.061,0.034761992,0.183263166,FALSE,FALSE
427,34,41667,0.711,0,0.003626126,0.158253267,FALSE,FALSE
719,47,55139,0.779,0.047,0.006171387,0.21268515,FALSE,FALSE
569,49,41800,0.304,0.022,0.00486389,0.158790636,FALSE,FALSE
962,67,43750,0.304,0,0.008289532,0.16666936,FALSE,FALSE
1313,62,27279,0.35,0,0.011349076,0.100120403,FALSE,FALSE
48190,4088,42618,0.561,0.034,0.41995938,0.16209566,FALSE,FALSE
25892,2580,61214,0.563,0.071,0.225595565,0.237230406,TRUE,FALSE
40180,3433,40182,0.414,0.033,0.350139031,0.152253315,TRUE,FALSE
5092,128,47455,0.349,0.021,0.044289288,0.181638936,FALSE,FALSE
19449,1773,76113,0.372,0.171,0.169434202,0.2974279,FALSE,FALSE
10508,888,54238,0.245,0.108,0.091498653,0.209044775,FALSE,FALSE
12358,932,19855,0.288,0.038,0.107624452,0.070124686,FALSE,FALSE
1083,34,53167,0.147,0,0.009344247,0.204717538,FALSE,FALSE
324,0,95278,0,0,0.002728311,0.374861617,FALSE,FALSE
6747,358,55491,0.552,0.144,0.05871534,0.214107361,FALSE,FALSE
1738,142,49667,0.364,0.085,0.015053651,0.190576238,FALSE,FALSE
2420,185,49043,0.357,0.131,0.020998405,0.188055046,FALSE,FALSE
31576,2022,39547,0.407,0.059,0.275140992,0.149687679,FALSE,FALSE
2585,159,50459,0.271,0,0.022436652,0.193776212,FALSE,FALSE
3156,178,48834,0.444,0.07,0.027413858,0.187210608,FALSE,FALSE
2804,270,44103,0.18,0,0.024345598,0.168095611,FALSE,FALSE
736,44,50398,0.662,0.027,0.00631957,0.193529749,FALSE,FALSE
818,85,52037,0.463,0,0.007034335,0.200151918,FALSE,FALSE
120,8,47143,0.611,0,0.000950115,0.18037834,FALSE,FALSE
1381,111,36111,0.267,0,0.011941808,0.135804963,FALSE,FALSE
2332,187,44087,0.406,0.074,0.02023134,0.168030965,FALSE,FALSE
1691,161,52353,0.314,0,0.014643969,0.201428675,FALSE,FALSE
2384,188,61193,0.541,0.09,0.020684606,0.237145558,FALSE,FALSE
46268,2762,48011,0.573,0.183,0.403205983,0.183885383,FALSE,FALSE
55284,3801,56313,0.552,0.233,0.481795281,0.217428546,FALSE,FALSE
40024,1151,30468,0.773,0.131,0.348779233,0.113005147,FALSE,FALSE
1631,37,50577,0.668,0,0.01412097,0.194252976,FALSE,FALSE
49747,3503,51371,0.483,0.114,0.433531201,0.197461031,TRUE,FALSE
61482,3806,48290,0.464,0.036,0.535821065,0.185012646,FALSE,FALSE
17313,1382,95560,0.574,0.078,0.150815442,0.376001002,FALSE,FALSE
17572,898,76215,0.598,0.168,0.153073054,0.297840017,FALSE,FALSE
54251,2456,56669,0.798,0.083,0.472790983,0.218866918,TRUE,FALSE
32722,834,53570,0.547,0.314,0.28513027,0.206345807,TRUE,FALSE
12183,11,59355,0.68,0.288,0.106099039,0.229719356,TRUE,FALSE
20631,794,66408,0.409,0.069,0.17973728,0.258216095,FALSE,FALSE
36644,1643,53044,0.487,0.271,0.319316963,0.204220572,TRUE,FALSE
17928,1538,40731,0.378,0.048,0.156176181,0.154471479,FALSE,FALSE
271,37,56389,0.227,0,0.002266328,0.217735614,FALSE,FALSE
267,12,31012,0.625,0.375,0.002231462,0.115203109,FALSE,FALSE
238,20,36607,0,0,0.001978679,0.137808987,FALSE,FALSE
206,11,36250,0.333,0,0.001699746,0.136366575,FALSE,FALSE
2016,202,30882,0.292,0.05,0.017476879,0.114677861,FALSE,FALSE
322,33,42000,0.444,0,0.002710878,0.15959871,FALSE,FALSE
476,48,46875,0.5,0,0.004053241,0.179295521,FALSE,FALSE
179,15,32344,1,0,0.001464397,0.120584884,FALSE,FALSE
1617,174,56719,0.533,0.172,0.013998937,0.219068937,FALSE,FALSE
1075,119,49840,0.4,0,0.009274513,0.191275222,FALSE,FALSE
264,4,34044,0.615,0.115,0.002205312,0.127453516,FALSE,FALSE
3378,244,44056,0.531,0.024,0.029348954,0.167905714,FALSE,FALSE
810,77,39200,0.672,0.031,0.006964602,0.14828567,FALSE,FALSE
158,22,45536,0.571,0,0.001281347,0.173885464,FALSE,FALSE
109,12,46750,0.333,0.333,0.000854231,0.178790474,FALSE,FALSE
976,151,80625,0.507,0.087,0.008411565,0.315658055,FALSE,FALSE
60237,5206,64086,0.386,0.066,0.524968838,0.248834353,FALSE,FALSE
15937,937,61188,0.336,0.143,0.138821335,0.237125357,FALSE,FALSE
3488,247,56075,0.33,0.178,0.030307785,0.216466938,FALSE,FALSE
32922,2153,69067,0.46,0.2,0.2868736,0.268959443,TRUE,FALSE
27189,1787,58216,0.419,0.202,0.236901057,0.225117373,TRUE,FALSE
39053,3078,62006,0.377,0.111,0.340315368,0.24043038,TRUE,FALSE
1992,151,46528,0.222,0.068,0.01726768,0.177893512,FALSE,FALSE
22212,786,47280,0.499,0.288,0.193518301,0.180931871,FALSE,FALSE
33075,2385,66641,0.481,0.077,0.288207247,0.259157502,FALSE,FALSE
1756,135,41080,0.128,0.234,0.015210551,0.155881569,FALSE,FALSE
324,67,71520,1,0,0.002728311,0.278870474,FALSE,FALSE
9665,546,32094,0.272,0.004,0.084150519,0.119574791,FALSE,FALSE
1356,159,21382,0.42,0,0.011723891,0.076294333,FALSE,FALSE
1125,34,30139,0.488,0,0.009710346,0.111675865,FALSE,FALSE
1830,75,43533,0.396,0,0.015855583,0.1657926,FALSE,FALSE
504,19,58542,0.295,0,0.004297307,0.226434534,FALSE,FALSE
583,40,44231,0.792,0,0.004985923,0.168612779,FALSE,FALSE
491,25,50114,0.447,0.234,0.004183991,0.192382284,FALSE,FALSE
244,8,29167,0,0.222,0.002030979,0.107748624,FALSE,FALSE
369,30,27292,0.097,0,0.00312056,0.100172928,FALSE,FALSE
304,48,62679,0.089,0,0.002553978,0.24314955,FALSE,FALSE
247,8,44583,0.286,0,0.002057129,0.17003499,FALSE,FALSE
295,26,40250,0.333,0.667,0.002475528,0.15252806,FALSE,FALSE
147,1,19875,0,0,0.001185464,0.070205493,FALSE,FALSE
160,7,57727,0.571,0,0.001298781,0.223141631,FALSE,FALSE
1965,58,40417,0.29,0,0.01703233,0.153202802,FALSE,FALSE
22498,2242,36703,0.241,0.017,0.196011262,0.138196863,FALSE,FALSE
3080,283,56528,0.26,0.096,0.026751392,0.218297226,FALSE,FALSE
33451,2108,51133,0.457,0.15,0.291484707,0.196499422,FALSE,FALSE
15983,881,28230,0.208,0.021,0.139222301,0.103962796,FALSE,FALSE
1545,95,29219,0.038,0.205,0.013371338,0.107958724,FALSE,FALSE
18002,1247,54878,0.343,0.097,0.156821213,0.211630613,FALSE,FALSE
15848,1406,72254,0.446,0.03,0.138045553,0.281836106,FALSE,FALSE
1105,48,29417,0.247,0.11,0.009536013,0.108758717,FALSE,FALSE
4799,306,28598,0.216,0.007,0.04173531,0.105449653,FALSE,FALSE
4745,261,31722,0.375,0,0.041264611,0.118071773,FALSE,FALSE
152,3,71875,0.167,0,0.001229047,0.280304806,FALSE,FALSE
2868,152,42439,0.319,0.017,0.024903463,0.161372433,FALSE,FALSE
937,100,50000,1,0,0.008071616,0.191921681,FALSE,FALSE
27547,868,31663,0.749,0.127,0.240021617,0.117833391,FALSE,FALSE
19379,1471,58033,0.703,0.189,0.168824037,0.224377985,FALSE,FALSE
19695,1225,44049,0.598,0.158,0.171578498,0.167877431,FALSE,FALSE
842,67,53667,0.455,0,0.007243534,0.206737723,FALSE,FALSE
3228,310,47031,0.506,0,0.028041456,0.179925819,FALSE,FALSE
10990,884,81544,0.358,0.093,0.095700078,0.319371157,FALSE,FALSE
552,50,61500,0.325,0,0.004715707,0.238385952,FALSE,FALSE
26147,1527,63486,0.536,0.29,0.22781831,0.24641013,FALSE,FALSE
35424,2440,50972,0.495,0.066,0.308682653,0.195848922,FALSE,FALSE
12644,245,133636,0.128,0.687,0.110117413,0.529842183,TRUE,FALSE
435,0,219643,0.63,0,0.003695859,0.877342405,TRUE,FALSE
1837,69,32262,0.297,0,0.015916599,0.120253574,FALSE,FALSE
3203,202,36175,0.566,0,0.02782354,0.136063547,FALSE,FALSE
4804,346,37750,0.128,0.221,0.041778894,0.142427132,FALSE,FALSE
4190,386,44618,0.222,0,0.036426872,0.170176403,FALSE,FALSE
44675,3636,45589,0.417,0.045,0.389320363,0.174099603,FALSE,FALSE
1282,78,46607,0.219,0.027,0.01107886,0.178212701,FALSE,FALSE
10189,570,45934,0.363,0.116,0.088718043,0.175493531,FALSE,FALSE
1784,89,45795,0.258,0,0.015454617,0.17493192,FALSE,FALSE
364,22,46563,0.395,0,0.003076977,0.178034925,FALSE,FALSE
615,33,32353,0.5,0,0.005264855,0.120621248,FALSE,FALSE
2299,64,24403,0.36,0,0.01994369,0.088500295,FALSE,FALSE
2879,310,30917,0.322,0.015,0.024999346,0.114819274,FALSE,FALSE
9713,540,31781,0.387,0.114,0.084568918,0.118310155,FALSE,FALSE
3038,256,30516,0.19,0,0.026385293,0.113199085,FALSE,FALSE
7993,523,71964,0.641,0.058,0.069576284,0.280664399,FALSE,FALSE
7692,708,36791,0.294,0.037,0.066952573,0.138552416,FALSE,FALSE
668,53,55278,0.716,0,0.005726838,0.213246762,FALSE,FALSE
45736,2950,45059,0.429,0.066,0.398568726,0.171958206,FALSE,FALSE
31623,2089,44181,0.618,0.036,0.275550674,0.16841076,FALSE,FALSE
19962,1280,36376,0.346,0.047,0.173905843,0.136875662,FALSE,FALSE
31190,2269,41455,0.637,0.015,0.271776366,0.157396708,FALSE,FALSE
61521,5988,127870,0.475,0.233,0.536161014,0.506545402,TRUE,FALSE
6994,662,44232,0.238,0.079,0.060868352,0.168616819,FALSE,FALSE
7585,441,43813,0.362,0.042,0.066019891,0.166923904,FALSE,FALSE
1943,141,45357,0.397,0.06,0.016840564,0.173162237,FALSE,FALSE
142,3,42083,0.5,0,0.001141881,0.159934061,FALSE,FALSE
22367,2387,67461,0.478,0.05,0.194869381,0.262470606,FALSE,FALSE
2068,110,58125,0.31,0.022,0.017930145,0.224749699,FALSE,FALSE
25611,1965,64862,0.507,0.147,0.223146187,0.251969681,FALSE,FALSE
38400,3788,101526,0.614,0.033,0.334623397,0.400105858,FALSE,FALSE
40656,3192,64428,0.53,0.081,0.354288155,0.25021616,FALSE,FALSE
10080,775,58416,0.187,0.118,0.087767928,0.225925447,FALSE,FALSE
448,24,37019,0.333,0,0.003809175,0.13947362,FALSE,FALSE
1676,187,50306,0.389,0,0.014513219,0.193158035,FALSE,FALSE
6943,473,30925,0.47,0.042,0.060423803,0.114851597,FALSE,FALSE
3888,203,33828,0.186,0.006,0.033794444,0.126580795,FALSE,FALSE
25161,1748,31537,0.315,0.057,0.219223695,0.117324304,FALSE,FALSE
34633,1378,50765,0.352,0.356,0.301787784,0.195012566,FALSE,FALSE
12069,398,33091,0.341,0.117,0.105105341,0.123603042,FALSE,FALSE
21488,764,26431,0.371,0.073,0.187207448,0.096694168,FALSE,FALSE
16811,1042,56841,0.49,0.071,0.146439685,0.219561862,FALSE,TRUE
3489,234,20457,0.424,0.22,0.030316501,0.072556989,TRUE,FALSE
8154,608,18446,0.09,0.155,0.070979664,0.064431803,FALSE,FALSE
33036,1234,39576,0.552,0.175,0.287867298,0.14980485,FALSE,FALSE
36558,1528,29071,0.275,0.11,0.318567332,0.107360749,FALSE,FALSE
13876,938,55102,0.32,0.031,0.120856323,0.212535656,FALSE,FALSE
28924,1162,78814,0.546,0.396,0.252024441,0.308340943,TRUE,FALSE
20844,1346,102087,0.48,0.351,0.181593926,0.402372506,TRUE,FALSE
14525,957,79790,0.407,0.052,0.126513428,0.312284345,FALSE,FALSE
